"Date","Particulars","Supplier","Voucher No.","Voucher Type","Value","Gross Total","Purchase ZCOL","IGST Tax","800012-Clearing Cess","CGST Tax","SGST Tax","Clean Engry Cess","BasicCustomsduty-Amt","Freight/Quantity","Handling Charges","Mat.INS-Fixed","Miscellaneous Chrges","DischargePort Ag.Chg","Steve dooring@Unload","Vessel Insurance","Wharfage Un. Charges","OTB Procurement","Freight(Fixed Value)","Mine Transpt charge","NMED FUND (2%)","NMED FUND (30%)","Royalty charges %","Rail.Term./MT","Rake Unl. Chr./MT","Sizing charges","Stoving Charges"
"23 Aug 2023","0000031367-T7 Enterprises","0000031367-T7 Enterprises","4570000412","Purcahse Order ZCVI","11,000.00","11,550.00 Cr","","","","275.00 Dr","275.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000011027-Sparsh Pipes&Steels company","0000011027-Sparsh Pipes&Steels company","4500003610","Purcahse Order ZSPR","4,00,950.00","4,80,621.00 Cr","","","","36,085.50 Dr","36,085.50 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010995-Alekton Engineering Industries PVT.","0000010995-Alekton Engineering Industries PVT.","4500003611","Purcahse Order ZSPR","6,10,000.00","7,19,800.00 Cr","","","","54,900.00 Dr","54,900.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010265-Vamaja Engineering Private Limited","0000010265-Vamaja Engineering Private Limited","4500003612","Purcahse Order ZSPR","1,20,325.50","1,41,984.10 Cr","","","","10,829.30 Dr","10,829.30 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000011288-Mahalinga Enterprises","0000011288-Mahalinga Enterprises","4500003613","Purcahse Order ZSPR","1,80,000.00","2,12,400.00 Cr","","","","16,200.00 Dr","16,200.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000012055-UNIQUE TRADERS","0000012055-UNIQUE TRADERS","4500003614","Purcahse Order ZSPR","2,76,600.00","3,31,388.00 Cr","","","","24,894.00 Dr","24,894.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010353-M.L. Engineering","0000010353-M.L. Engineering","4500003615","Purcahse Order ZSPR","1,20,000.00","1,41,600.00 Cr","","","","10,800.00 Dr","10,800.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4500003616","Purcahse Order ZSPR","12,156.00","14,344.08 Cr","","","","1,094.04 Dr","1,094.04 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010037-Chemicals India Company","0000010037-Chemicals India Company","4510001734","Purcahse Order ZCON","1,39,200.00","1,64,256.00 Cr","","","","12,528.00 Dr","12,528.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4510001735","Purcahse Order ZCON","47,875.00","57,672.50 Cr","","","","4,308.75 Dr","4,308.75 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4510001736","Purcahse Order ZCON","36,350.00","43,778.00 Cr","","","","3,271.50 Dr","3,271.50 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4510001737","Purcahse Order ZCON","59,500.00","71,390.00 Cr","","","","5,355.00 Dr","5,355.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000010936-Ideatec Softwares (India) Pvt Ltd","0000010936-Ideatec Softwares (India) Pvt Ltd","4530001050","Purcahse Order ZASS","2,16,090.00","2,50,576.20 Cr","","","","19,448.10 Dr","19,448.10 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000030401-P.Tamilselvi","0000030401-P.Tamilselvi","4540005871","Purcahse Order ZSER","3,36,590.00","3,36,590.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000031405-Friends Engineering Enterprises","0000031405-Friends Engineering Enterprises","4540005872","Purcahse Order ZSER","3,30,000.00","3,89,400.00 Cr","","","","29,700.00 Dr","29,700.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 Aug 2023","0000031274-Magimaidass Rani","0000031274-Magimaidass Rani","4540005874","Purcahse Order ZSER","6,40,000.00","6,40,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"25 Aug 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4510001738","Purcahse Order ZCON","3,000.00","3,540.00 Cr","","","","270.00 Dr","270.00 Dr","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001991","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001992","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001993","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001994","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001995","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001996","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001997","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001998","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610001999","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"26 Aug 2023","","","4610002000","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000011892-INTAS AUTOMATIONS","0000011892-INTAS AUTOMATIONS","4500003617","Purcahse Order ZSPR","34,692.00","44,116.56 Cr","","","","4,712.28 Dr","4,712.28 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000010649-Mint Engineering Industries","0000010649-Mint Engineering Industries","4500003618","Purcahse Order ZSPR","85,000.00","1,08,800.00 Cr","","","","11,900.00 Dr","11,900.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000010649-Mint Engineering Industries","0000010649-Mint Engineering Industries","4500003619","Purcahse Order ZSPR","1,00,000.00","1,28,000.00 Cr","","","","14,000.00 Dr","14,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000011833-RE Sustainability IWM Solutions Lim","0000011833-RE Sustainability IWM Solutions Lim","4540005876","Purcahse Order ZSER","40,000.00","44,800.00 Cr","","","","2,400.00 Dr","2,400.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000030060-J.S.R Enterprises","0000030060-J.S.R Enterprises","4540005877","Purcahse Order ZSER","38,855.00","45,848.90 Cr","","","","3,496.95 Dr","3,496.95 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000031402-Electro Kleen Systems LLP","0000031402-Electro Kleen Systems LLP","4540005878","Purcahse Order ZSER","47,600.00","56,168.00 Cr","","","","4,284.00 Dr","4,284.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000010353-M.L. Engineering","0000010353-M.L. Engineering","4540005879","Purcahse Order ZSER","26,100.00","30,798.00 Cr","","","","2,349.00 Dr","2,349.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 Aug 2023","0000031517-VB Interior & Constructions","0000031517-VB Interior & Constructions","4540005880","Purcahse Order ZSER","30,000.00","65,400.00 Cr","","","","2,700.00 Dr","2,700.00 Dr","","","","","","","","","","","","","","","","","","","",""
"30 Aug 2023","0000011990-TAPAIR ENGINEERING PVT. LTD","0000011990-TAPAIR ENGINEERING PVT. LTD","4500003621","Purcahse Order ZSPR","1,07,059.50","2,33,389.72 Cr","","","","9,635.36 Dr","9,635.36 Dr","","","","","","","","","","","","","","","","","","","",""
"30 Aug 2023","0000011099-Sri Electrotek","0000011099-Sri Electrotek","4500003622","Purcahse Order ZSPR","6,516.00","7,688.88 Cr","","","","586.44 Dr","586.44 Dr","","","","","","","","","","","","","","","","","","","",""
"30 Aug 2023","0000030513-Sunil","0000030513-Sunil","4540005881","Purcahse Order ZSER","6,87,139.06","7,96,015.48 Cr","","","","54,438.21 Dr","54,438.21 Dr","","","","","","","","","","","","","","","","","","","",""
"30 Aug 2023","0000031132-Safety Links","0000031132-Safety Links","4540005882","Purcahse Order ZSER","15,200.00","19,116.00 Cr","","","","1,368.00 Dr","1,368.00 Dr","","","","","","","","","","","","","","","","","","","",""
"30 Aug 2023","0000012085-Q9 & Qc Calibration","0000012085-Q9 & Qc Calibration","4540005884","Purcahse Order ZSER","9,500.00","19,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"31 Aug 2023","0000010395-KASA ANLAGEN INDIA PVT LTD","0000010395-KASA ANLAGEN INDIA PVT LTD","4540005885","Purcahse Order ZSER","11,000.00","12,980.00 Cr","","","","990.00 Dr","990.00 Dr","","","","","","","","","","","","","","","","","","","",""
"31 Aug 2023","0000030156-Y. Kanchana","0000030156-Y. Kanchana","4540005886","Purcahse Order ZSER","1,11,628.93","1,31,722.13 Cr","","","","10,046.60 Dr","10,046.60 Dr","","","","","","","","","","","","","","","","","","","",""
"31 Aug 2023","0000030876-Power Tech Electrical Engineering","0000030876-Power Tech Electrical Engineering","4540005887","Purcahse Order ZSER","80,000.00","94,400.00 Cr","","","","7,200.00 Dr","7,200.00 Dr","","","","","","","","","","","","","","","","","","","",""
"01 Sept 2023","0000011197-Roots Multiclean Limited","0000011197-Roots Multiclean Limited","4500003623","Purcahse Order ZSPR","35,519.15","42,781.09 Cr","","","","3,630.97 Dr","3,630.97 Dr","","","","","","","","","","","","","","","","","","","",""
"01 Sept 2023","0000031128-Jaaji Software Technologies Pvt.Ltd","0000031128-Jaaji Software Technologies Pvt.Ltd","4540005888","Purcahse Order ZSER","1,70,000.00","2,00,600.00 Cr","","30,600.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"01 Sept 2023","0000030047-G.RAVI","0000030047-G.RAVI","4540005889","Purcahse Order ZSER","57,489.60","57,489.60 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"01 Sept 2023","0000060124-Rugmini Travels","0000060124-Rugmini Travels","4540005890","Purcahse Order ZSER","9,400.00","9,400.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"01 Sept 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005891","Purcahse Order ZSER","65,000.00","76,700.00 Cr","","","","5,850.00 Dr","5,850.00 Dr","","","","","","","","","","","","","","","","","","","",""
"01 Sept 2023","0000031523-SGURRENERGY PRIVATE LTD","0000031523-SGURRENERGY PRIVATE LTD","4540005892","Purcahse Order ZSER","13,12,500.00","26,25,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 Sept 2023","0000010214-Sri Ambaajee Electricals","0000010214-Sri Ambaajee Electricals","4500003624","Purcahse Order ZSPR","24,600.00","31,488.00 Cr","","","","3,444.00 Dr","3,444.00 Dr","","","","","","","","","","","","","","","","","","","",""
"02 Sept 2023","0000012003-VEL  PHARMACY","0000012003-VEL  PHARMACY","4510001739","Purcahse Order ZCON","63,513.90","1,34,649.50 Cr","","","","3,810.85 Dr","3,810.85 Dr","","","","","","","","","","","","","","","","","","","",""
"02 Sept 2023","0000011990-TAPAIR ENGINEERING PVT. LTD","0000011990-TAPAIR ENGINEERING PVT. LTD","4510001740","Purcahse Order ZCON","1,26,184.00","2,75,081.12 Cr","","","","11,356.56 Dr","11,356.56 Dr","","","","","","","","","","","","","","","","","","","",""
"02 Sept 2023","0000031513-LAXMAN CONSULTANCY AND SERVICES","0000031513-LAXMAN CONSULTANCY AND SERVICES","4540005893","Purcahse Order ZSER","70,000.00","1,52,600.00 Cr","","12,600.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"02 Sept 2023","0000031429-VAGJRA HOTLINE POWER SER PVT LTD","0000031429-VAGJRA HOTLINE POWER SER PVT LTD","4540005894","Purcahse Order ZSER","42,16,000.00","91,90,880.00 Cr","","7,58,880.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"02 Sept 2023","0000090024-A & A International Trading Pvt. Lt","0000090024-A & A International Trading Pvt. Lt","4600001085","Purcahse Order ZCOL","1,20,00,000.00","1,34,00,000.00 Cr","1,20,00,000.00 Dr","","8,00,000.00 Dr","3,00,000.00 Dr","3,00,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000011137-Shabbir Tools Mart","0000011137-Shabbir Tools Mart","4500003625","Purcahse Order ZSPR","8,980.00","10,596.42 Cr","","","","808.21 Dr","808.21 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000010011-Aerotech Energy Pvt.Ltd","0000010011-Aerotech Energy Pvt.Ltd","4500003626","Purcahse Order ZSPR","51,750.00","61,065.00 Cr","","9,315.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000010347-Total Maintenance Solutions","0000010347-Total Maintenance Solutions","4500003627","Purcahse Order ZSPR","1,672.00","1,972.96 Cr","","","","150.48 Dr","150.48 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000030876-Power Tech Electrical Engineering","0000030876-Power Tech Electrical Engineering","4500003628","Purcahse Order ZSPR","12,810.00","15,115.80 Cr","","","","1,152.90 Dr","1,152.90 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4500003629","Purcahse Order ZSPR","34,860.00","41,134.80 Cr","","","","3,137.40 Dr","3,137.40 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000011085-Kalpvruksh Office Automation India","0000011085-Kalpvruksh Office Automation India","4500003630","Purcahse Order ZSPR","12,000.00","14,160.00 Cr","","","","1,080.00 Dr","1,080.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4500003631","Purcahse Order ZSPR","53,566.00","61,134.28 Cr","","","","3,784.14 Dr","3,784.14 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000011892-INTAS AUTOMATIONS","0000011892-INTAS AUTOMATIONS","4500003632","Purcahse Order ZSPR","10,460.00","12,342.80 Cr","","","","941.40 Dr","941.40 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4510001741","Purcahse Order ZCON","5,275.00","6,224.50 Cr","","","","474.75 Dr","474.75 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4510001742","Purcahse Order ZCON","4,600.00","5,428.00 Cr","","","","414.00 Dr","414.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000030745-Sri Arunachalaswarar Engineering","0000030745-Sri Arunachalaswarar Engineering","4540005895","Purcahse Order ZSER","11,411.00","13,464.98 Cr","","","","1,026.99 Dr","1,026.99 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000011496-TN Oxygen Private Limited","0000011496-TN Oxygen Private Limited","4540005896","Purcahse Order ZSER","3,130.00","3,693.40 Cr","","","","281.70 Dr","281.70 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","0000030040-Emaar Electricals","0000030040-Emaar Electricals","4540005897","Purcahse Order ZSER","36,000.00","42,480.00 Cr","","","","3,240.00 Dr","3,240.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002001","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002002","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002003","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002004","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002005","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002006","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002007","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002008","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002009","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Sept 2023","","","4610002010","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 Sept 2023","0000011139-V.I.P. Industries Ltd","0000011139-V.I.P. Industries Ltd","4520000943","Purcahse Order ZDOM","9,01,694.40","10,63,999.40 Cr","","","","81,152.50 Dr","81,152.50 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Sept 2023","0000010214-Sri Ambaajee Electricals","0000010214-Sri Ambaajee Electricals","4500003633","Purcahse Order ZSPR","24,600.00","31,488.00 Cr","","","","3,444.00 Dr","3,444.00 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Sept 2023","0000010053-Durag India Instrumentation Pvt Ltd","0000010053-Durag India Instrumentation Pvt Ltd","4500003634","Purcahse Order ZSPR","3,29,000.00","3,88,220.00 Cr","","59,220.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"06 Sept 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4500003635","Purcahse Order ZSPR","14,400.00","16,992.00 Cr","","","","1,296.00 Dr","1,296.00 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Sept 2023","0000011505-Shri Sai Agro Enterprises","0000011505-Shri Sai Agro Enterprises","4510001743","Purcahse Order ZCON","43,525.44","50,840.02 Cr","","","","3,657.29 Dr","3,657.29 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Sept 2023","0000010425-ABB India Limited","0000010425-ABB India Limited","4500003636","Purcahse Order ZSPR","4,31,033.10","5,08,619.05 Cr","","77,585.95 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"07 Sept 2023","0000012090-DEVI INDUSTRIAL GASES","0000012090-DEVI INDUSTRIAL GASES","4510001744","Purcahse Order ZCON","13,440.00","33,429.20 Cr","","","","1,209.60 Dr","1,209.60 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Sept 2023","0000030876-Power Tech Electrical Engineering","0000030876-Power Tech Electrical Engineering","4540005898","Purcahse Order ZSER","1,64,467.00","1,94,071.06 Cr","","","","14,802.03 Dr","14,802.03 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Sept 2023","0000012098-Adani Enterprises Ltd.","0000012098-Adani Enterprises Ltd.","4600001087","Purcahse Order ZCOL","5,27,50,000.00","5,93,87,500.00 Cr","5,27,50,000.00 Dr","26,37,500.00 Dr","40,00,000.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"07 Sept 2023","0000012099-Adani Enterprises Ltd.","0000012099-Adani Enterprises Ltd.","4600001089","Purcahse Order ZCOL","9,34,87,500.00","10,35,61,875.00 Cr","9,34,87,500.00 Dr","46,74,375.00 Dr","54,00,000.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"07 Sept 2023","0000012098-Adani Enterprises Ltd.","0000012098-Adani Enterprises Ltd.","4600001090","Purcahse Order ZCOL","3,35,00,000.00","3,71,75,000.00 Cr","3,35,00,000.00 Dr","16,75,000.00 Dr","20,00,000.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"08 Sept 2023","0000010323-Basic Engineers & Traders","0000010323-Basic Engineers & Traders","4500003620","Purcahse Order ZSPR","39,856.00","47,030.08 Cr","","","","3,587.04 Dr","3,587.04 Dr","","","","","","","","","","","","","","","","","","","",""
"08 Sept 2023","0000011120-ILP Safety & Security Services Pvt","0000011120-ILP Safety & Security Services Pvt","4520000944","Purcahse Order ZDOM","1,63,125.00","1,72,856.28 Cr","","","","4,078.14 Dr","4,078.14 Dr","","","","","","","","","","","","","","","","","","","",""
"08 Sept 2023","0000012097-SMART MACHINING SERVICE","0000012097-SMART MACHINING SERVICE","4540005899","Purcahse Order ZSER","1,15,000.00","2,50,700.00 Cr","","","","10,350.00 Dr","10,350.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Sept 2023","0000010712-H.M Industrial Suppliers","0000010712-H.M Industrial Suppliers","4500003637","Purcahse Order ZSPR","25,100.00","32,568.00 Cr","","","","2,259.00 Dr","2,259.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Sept 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4510001745","Purcahse Order ZCON","11,250.00","13,275.00 Cr","","","","1,012.50 Dr","1,012.50 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Sept 2023","0000012106-AGARWAL COAL CORPORATION PVT LTD.","0000012106-AGARWAL COAL CORPORATION PVT LTD.","4600001091","Purcahse Order ZCOL","8,55,00,000.00","9,57,75,000.00 Cr","8,55,00,000.00 Dr","","60,00,000.00 Dr","21,37,500.00 Dr","21,37,500.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Sept 2023","0000012104-Balaji Malts Private Ltd.","0000012104-Balaji Malts Private Ltd.","4600001092","Purcahse Order ZCOL","14,31,25,000.00","16,02,81,250.00 Cr","14,31,25,000.00 Dr","","1,00,00,000.00 Dr","35,78,125.00 Dr","35,78,125.00 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Sept 2023","0000031134-Nikaki Gears & Spares","0000031134-Nikaki Gears & Spares","4500003638","Purcahse Order ZSPR","4,46,900.00","5,27,342.00 Cr","","","","40,221.00 Dr","40,221.00 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Sept 2023","0000010644-IPA Private Limited","0000010644-IPA Private Limited","4530001051","Purcahse Order ZASS","2,46,500.00","2,96,870.00 Cr","","44,370.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"12 Sept 2023","0000031142-Archer Integrated Services Pvt.Ltd.","0000031142-Archer Integrated Services Pvt.Ltd.","4540005900","Purcahse Order ZSER","20,700.00","21,735.00 Cr","","","","517.50 Dr","517.50 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Sept 2023","0000012067-SCAN CONSTRUCTION","0000012067-SCAN CONSTRUCTION","4540005901","Purcahse Order ZSER","95,000.00","1,12,100.00 Cr","","","","8,550.00 Dr","8,550.00 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Sept 2023","0000030876-Power Tech Electrical Engineering","0000030876-Power Tech Electrical Engineering","4540005902","Purcahse Order ZSER","87,000.00","1,02,660.00 Cr","","","","7,830.00 Dr","7,830.00 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Sept 2023","0000031142-Archer Integrated Services Pvt.Ltd.","0000031142-Archer Integrated Services Pvt.Ltd.","4540005903","Purcahse Order ZSER","28,800.00","30,240.00 Cr","","","","720.00 Dr","720.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Sept 2023","0000010936-Ideatec Softwares (India) Pvt Ltd","0000010936-Ideatec Softwares (India) Pvt Ltd","4530001052","Purcahse Order ZASS","11,75,000.00","13,86,500.00 Cr","","","","1,05,750.00 Dr","1,05,750.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Sept 2023","0000030480-Le Raj Courtyard","0000030480-Le Raj Courtyard","4540005904","Purcahse Order ZSER","2,542.00","2,818.00 Cr","","","","138.00 Dr","138.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Sept 2023","","","4610002011","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000030919-Rotomatrix Reliability Solutions Pv","0000030919-Rotomatrix Reliability Solutions Pv","4500003639","Purcahse Order ZSPR","17,500.00","20,650.00 Cr","","","","1,575.00 Dr","1,575.00 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000011266-Sysco Piping Solutions Inc","0000011266-Sysco Piping Solutions Inc","4500003640","Purcahse Order ZSPR","78,424.00","1,06,494.64 Cr","","28,070.64 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000011892-INTAS AUTOMATIONS","0000011892-INTAS AUTOMATIONS","4500003641","Purcahse Order ZSPR","24,850.00","29,323.00 Cr","","","","2,236.50 Dr","2,236.50 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000010046-Clyde Bergemann India Pvt Ltd","0000010046-Clyde Bergemann India Pvt Ltd","4500003642","Purcahse Order ZSPR","1,80,000.00","2,12,400.00 Cr","","32,400.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000011024-Merrick Industries Pvt Ltd","0000011024-Merrick Industries Pvt Ltd","4500003643","Purcahse Order ZSPR","3,26,000.00","3,84,680.00 Cr","","58,680.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000011401-See Automation & Engineers","0000011401-See Automation & Engineers","4500003644","Purcahse Order ZSPR","2,36,854.00","2,81,257.72 Cr","","42,633.72 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000030485-MARS Pest Management Systems (I) Pv","0000030485-MARS Pest Management Systems (I) Pv","4540005905","Purcahse Order ZSER","5,100.00","6,018.00 Cr","","","","459.00 Dr","459.00 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000030060-J.S.R Enterprises","0000030060-J.S.R Enterprises","4540005906","Purcahse Order ZSER","83,002.65","97,943.13 Cr","","","","7,470.24 Dr","7,470.24 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000030083-NICCO ENGINEERING SERVICES LTD","0000030083-NICCO ENGINEERING SERVICES LTD","4540005907","Purcahse Order ZSER","23,000.00","27,140.00 Cr","","","","2,070.00 Dr","2,070.00 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005908","Purcahse Order ZSER","4,58,523.00","5,41,057.14 Cr","","","","41,267.07 Dr","41,267.07 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Sept 2023","0000090024-A & A International Trading Pvt. Lt","0000090024-A & A International Trading Pvt. Lt","4600001093","Purcahse Order ZCOL","60,00,000.00","67,00,000.00 Cr","60,00,000.00 Dr","","4,00,000.00 Dr","1,50,000.00 Dr","1,50,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"15 Sept 2023","0000012111-CAC INDIA","0000012111-CAC INDIA","4500003645","Purcahse Order ZSPR","82,140.00","1,79,065.20 Cr","","","","7,392.60 Dr","7,392.60 Dr","","","","","","","","","","","","","","","","","","","",""
"15 Sept 2023","0000010538-Bharat Heavy Electricals Ltd","0000010538-Bharat Heavy Electricals Ltd","4500003646","Purcahse Order ZSPR","1,97,828.64","2,33,437.80 Cr","","35,609.16 Dr","","","","","","","","","","","","","","","","","","","","","","",""
